BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndividual,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndividual,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistControllingBehaviour,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_Jointlocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Check,TypeForceUsed_IntermediateWeapon_OC_Check,TypeForceUsed_IntermediateWeapon_OC_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Baton_Check,TypeForceUsed_IntermediateWeapon_Baton_Hard,TypeForceUsed_IntermediateWeapon_Baton_Soft,TypeForceUsed_IntermediateWeapon_Baton_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Check,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Disconnect,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_OperatorError,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_ProbeMiss,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_WeaponMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Other,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Drawn,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Pointed,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Discharged,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_Cartridge,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_DrivePushStun,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_ThreePointContact,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DrivePushStunCycles,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_ThreePointContactCycles,TypeForceUsed_LessLethalFirearm_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Pointed,TypeForceUsed_LessLethalFirearm_Shotgun_Discharged,TypeForceUsed_LessLethalFirearm_Shotgun_AssistControllingBehaviour,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Check,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Pointed,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Discharged,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_AssistControllingBehaviour,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistControllingBehaviour,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistControllingBehaviour,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistControllingBehaviour,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnotherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndividualInjuries_PhysicalInjuriesIndividual,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
486355475,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,,,,1,,,1,,,,1,1,Yes,Yes,Yes,1,1,1,,1,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
140043697,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,,1,1,1,,Yes,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
140043697,2,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
140043697,3,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,,1,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
728317223,1,White,Yes,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,1,,,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
171203677,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,1,Yes,No,No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,1,,No,,,,,,,
639575911,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,,1,1,,,Yes,,,,,1,,,,1,,1,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,No,,,,"",Yes,No,,,,No,,,,,,,
189351515,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
367234849,1,Black,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
367234849,2,Black,No,35 - 44,Female,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
147213730,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,,,1,,,,,,1,1,,,Yes,No,No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",1,,1,No,,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
904975342,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,,,,,,,,1,,Yes,No,Yes,1,,1,1,1,1,,,No,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,No,,,,"",,,,"","","",,,,No,,,,,,,
895920380,1,South Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,1,,,1,,,,,1,1,1,1,No,"",No,,,,,,,,,"",1,1,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",1,1,,1,Yes,,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,1,,
137334373,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,,1,1,,,,,1,1,1,,1,1,,,Yes,Yes,Yes,1,,,,,,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
549274397,1,Black,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,1,,1,,1,1,1,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,1,,1,,,,1,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,Yes,,,,,1,,
576301169,1,South Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,,,,,,,,,,,,,1,Yes,Yes,Yes,1,,,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
188977132,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,,1,,,,1,,,,,,1,1,,No,"",No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
309340502,1,Latino,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,1,1,,,1,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
603766092,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,1,,,,,,,1,,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,No,,,,,,,
659757270,1,Middle Eastern,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,1,,,,,,,,,1,,,,,1,,1,No,"",Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
896054212,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,,,,,,,1,No,"",Yes,1,1,1,1,,,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,No,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
783185237,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,1,,,1,,,1,,,,1,1,Yes,Yes,Yes,1,1,,1,,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
667496324,1,Black,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
913379982,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,,1,1,,,,,1,1,1,,1,1,,,Yes,Yes,Yes,1,,,,,,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
433747459,1,South Asian,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,1,1,1,1,1,Yes,No,Yes,,,,1,1,,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,1,,,,
177679022,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,1,,,,1,,,Yes,No,Yes,1,,,,1,1,,,No,,,,,1,1,1,,1,,1,,No,1,,"",,,,"",1,No,,,,,,,,,,1,,1,,Multiple Cycles,"",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
205544864,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,1,1,1,1,,,,1,,1,,,1,1,1,1,No,"",No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",,,,"",1,No,,1,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
674571411,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
832225770,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,,1,,,,,,,,,,,,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
192348924,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,,,,,,,,,1,,,,,,,1,Yes,Yes,Yes,1,,,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
192348924,2,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,,,,,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
192348924,3,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,,,,,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
710130522,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
230883851,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,,1,1,1,,,,1,,,,,1,1,,1,Yes,No,Yes,1,,,1,,1,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
466122074,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,,1,1,,,,1,1,,,,1,,,1,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
675646965,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,,1,1,,,1,,1,1,,1,1,1,1,Yes,No,Yes,1,1,1,,1,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
810773470,1,White,No,17 and younger,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
854695238,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,,,1,1,,1,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
742729746,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,1,,,,,,,,,,1,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
576383895,1,Middle Eastern,No,25 - 34,Trans/Non-binary/Other,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,,,,,,,,,1,1,1,,Yes,Yes,Yes,1,,,1,1,,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
927345755,1,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,1,,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
453232723,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,1,1,,1,1,,,1,,,1,,,,1,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",1,,,,"",1,1,,Yes,,"",1,1,1,1,,Yes,1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
696106236,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,,,1,1,1,,,,1,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
730741072,1,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
451746401,1,White,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,,,,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
845904022,1,Indigenous,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,,,1,,,,1,,,,,1,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,,,,,No,1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
365091421,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,1,1,,,Yes,No,Yes,1,,,1,1,,,,No,,,,,1,1,,,,,,,No,1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,1,,Single Cycle (5 seconds),"",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
327136752,1,White,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),1,,1,1,1,1,,,,1,,,,,1,,,,Yes,Yes,No,,,,,,,,,"",,1,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
327136752,2,White,No,17 and younger,Female,Less than 3 metres (approx. 10 feet),1,,1,1,1,1,,,,1,,,,1,1,,,,Yes,Yes,No,,,,,,,,,"",,1,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
964058310,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,,,,,,,1,,1,Yes,No,Yes,1,,,1,1,,1,,No,,,,,1,1,,,,,,,Yes,1,1,Yes,,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
813287325,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,1,,,,1,1,,,,1,,,1,Yes,No,No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,No,,,,,,,
279476631,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,1,,,,,1,,,,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
582353690,1,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
507343542,1,Indigenous,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,,1,1,,,Yes,,,,,1,1,,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
507343542,2,Indigenous,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,1,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,,1,1,,,Yes,,,,,1,1,,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,"",,,,"",,,,"","","",,,,No,,,,,,,
930190098,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
312754152,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
320472543,1,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,,,,,,,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
354395074,1,White,No,17 and younger,Female,Less than 3 metres (approx. 10 feet),1,,,,1,1,,,,,,,1,,,,,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
